word|esp|vad.valence|vad.arousal|vad.dominance|sent.anger|sent.anticipation|sent.disgust|sent.fear|sent.joy|sent.sadness|sent.surprise|sent.trust
"adjust"|"ajustar"|0.647|0.327|0.638|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.375
"adjuster"|"ajustador"|0.510|0.540|0.760|0.002|0.000|0.000|0.001|0.000|0.000|0.000|0.178
"adjustment"|"ajuste"|0.590|0.520|0.661|0.001|0.010|0.000|0.001|0.002|0.000|0.000|0.018
"adjuvant"|"auxiliar"|0.510|0.500|0.456|0.001|0.001|0.000|0.001|0.002|0.001|0.001|0.001
"admin"|"administración"|0.688|0.420|0.854|0.000|0.000|0.000|0.001|0.002|0.000|0.000|0.462
"administer"|"administrar"|0.635|0.425|0.860|0.000|0.001|0.000|0.001|0.000|0.000|0.000|0.314
"administration"|"administración"|0.625|0.404|0.786|0.000|0.005|0.000|0.000|0.001|0.000|0.001|0.532
"administrative"|"administrativo"|0.542|0.415|0.579|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.352
"administrator"|"administrador"|0.538|0.480|0.902|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.353
"admirable"|"admirable"|0.929|0.600|0.870|0.000|0.000|0.000|0.000|0.562|0.000|0.000|0.734
"admiral"|"almirante"|0.844|0.490|0.847|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.594
"admiralty"|"almirantazgo"|0.594|0.547|0.733|0.000|0.006|0.000|0.001|0.000|0.000|0.000|0.042
"admiration"|"admiración"|0.969|0.583|0.726|0.000|0.000|0.000|0.000|0.734|0.000|0.328|0.703
"admire"|"admirar"|0.867|0.692|0.704|0.000|0.000|0.000|0.000|0.000|0.000|0.266|0.703
"admired"|"estimado"|0.917|0.560|0.815|0.000|0.012|0.000|0.000|0.132|0.000|0.006|0.064
"admirer"|"admirador"|0.796|0.720|0.650|0.000|0.006|0.000|0.001|0.018|0.000|0.001|0.001
"admiring"|"admirativo"|0.867|0.578|0.629|0.000|0.001|0.000|0.000|0.646|0.000|0.000|0.007
"admissibility"|"admisibilidad"|0.802|0.580|0.602|0.000|0.018|0.000|0.000|0.246|0.000|0.001|0.003
"admissible"|"admisible"|0.780|0.528|0.642|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.508
"admission"|"admisión"|0.802|0.415|0.732|0.000|0.002|0.000|0.000|0.016|0.000|0.000|0.141
"admit"|"admitir"|0.538|0.423|0.667|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.562
"admittance"|"entrada"|0.690|0.451|0.598|0.000|0.002|0.000|0.000|0.002|0.000|0.000|0.127
"admitted"|"aceptado"|0.720|0.490|0.767|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.461
"admitting"|"admitir"|0.620|0.500|0.546|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.539
"admixture"|"mezcla"|0.450|0.375|0.438|0.002|0.000|0.001|0.001|0.000|0.002|0.000|0.002
"admonition"|"amonestación"|0.357|0.606|0.455|0.000|0.000|0.000|0.469|0.000|0.000|0.000|0.000
"ado"|"alharaca"|0.520|0.423|0.385|0.003|0.000|0.000|0.000|0.005|0.003|0.000|0.002
"adobe"|"adobe"|0.500|0.319|0.328|0.001|0.005|0.001|0.008|0.001|0.001|0.000|0.003
"adolescence"|"adolescencia"|0.487|0.694|0.444|0.001|0.003|0.003|0.002|0.000|0.001|0.032|0.001
"adolescent"|"adolescente"|0.781|0.680|0.509|0.000|0.004|0.000|0.000|0.085|0.000|0.002|0.003
"adopt"|"adoptar"|0.694|0.612|0.701|0.000|0.006|0.000|0.002|0.005|0.000|0.001|0.016
"adoption"|"adopción"|0.625|0.566|0.589|0.000|0.001|0.000|0.000|0.001|0.000|0.000|0.070
"adoptive"|"adoptivo"|0.531|0.469|0.520|0.000|0.003|0.001|0.001|0.002|0.000|0.001|0.008
"adorable"|"adorable"|0.969|0.519|0.457|0.000|0.000|0.000|0.000|0.609|0.000|0.000|0.000
"adoration"|"adoración"|0.885|0.699|0.708|0.000|0.000|0.000|0.000|0.688|0.000|0.000|0.523
"adore"|"adorar"|0.854|0.438|0.657|0.000|0.477|0.000|0.000|0.667|0.000|0.000|0.578
"adoring"|"cariñoso"|0.885|0.620|0.717|0.000|0.000|0.000|0.000|0.410|0.000|0.001|0.006
"adorn"|"adornar"|0.910|0.424|0.482|0.000|0.000|0.000|0.000|0.445|0.001|0.000|0.004
"adornment"|"adorno"|0.918|0.373|0.377|0.000|0.002|0.000|0.000|0.227|0.000|0.000|0.002
"adrenalin"|"adrenalina"|0.865|0.920|0.786|0.001|0.076|0.000|0.001|0.312|0.000|0.042|0.005
"adrenaline"|"adrenalina"|0.765|0.965|0.825|0.001|0.071|0.000|0.001|0.221|0.000|0.042|0.005
"adrift"|"a la deriva"|0.398|0.486|0.230|0.000|0.422|0.000|0.328|0.000|0.328|0.000|0.000
"adult"|"adulto"|0.815|0.491|0.787|0.000|0.001|0.000|0.000|0.013|0.000|0.000|0.084
"adulterated"|"espurio"|0.188|0.865|0.370|0.019|0.001|0.002|0.056|0.000|0.006|0.000|0.000
"adulterer"|"adúltero"|0.229|0.814|0.407|0.012|0.000|0.006|0.056|0.000|0.000|0.000|0.000
"adultery"|"adulterio"|0.120|0.922|0.510|0.000|0.000|0.727|0.000|0.000|0.566|0.000|0.000
"adulthood"|"edad adulta"|0.541|0.454|0.652|0.000|0.000|0.001|0.000|0.000|0.000|0.000|0.121
"advance"|"avanzar"|0.673|0.472|0.858|0.000|0.695|0.000|0.188|0.375|0.000|0.375|0.000
"advanced"|"avanzado"|0.844|0.623|0.797|0.000|0.004|0.000|0.000|0.056|0.000|0.002|0.006
"advancement"|"adelanto"|0.776|0.650|0.839|0.001|0.007|0.001|0.000|0.066|0.000|0.002|0.138
"advancing"|"avanzando"|0.929|0.608|0.812|0.000|0.012|0.000|0.000|0.214|0.000|0.004|0.022
"advantage"|"ventaja"|0.917|0.548|0.859|0.000|0.002|0.000|0.000|0.058|0.000|0.002|0.071
"advantageous"|"ventajoso"|0.837|0.640|0.789|0.000|0.004|0.000|0.000|0.056|0.000|0.003|0.003
"advent"|"adviento"|0.665|0.560|0.627|0.000|0.594|0.000|0.000|0.152|0.000|0.000|0.516
"adventure"|"aventuras"|0.917|0.857|0.710|0.000|0.750|0.000|0.000|0.470|0.000|0.000|0.000
"adventurer"|"aventurero"|0.781|0.839|0.868|0.000|0.011|0.000|0.001|0.013|0.000|0.024|0.007
"adventures"|"aventuras"|0.812|0.764|0.749|0.000|0.000|0.000|0.000|0.391|0.000|0.000|0.000
"adventurous"|"aventurero"|0.969|0.898|0.722|0.000|0.013|0.000|0.000|0.661|0.000|0.003|0.002
"adversary"|"adversario"|0.349|0.777|0.457|0.545|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"adverse"|"adverso"|0.323|0.610|0.385|0.609|0.000|0.430|0.352|0.000|0.281|0.000|0.000
"adversity"|"adversidad"|0.276|0.760|0.538|0.470|0.000|0.000|0.418|0.000|0.484|0.000|0.000
"advertise"|"anunciar"|0.500|0.529|0.580|0.001|0.001|0.001|0.005|0.000|0.000|0.000|0.002
"advertisement"|"anuncio"|0.600|0.566|0.539|0.000|0.000|0.000|0.001|0.002|0.000|0.000|0.011
"advertising"|"publicidad"|0.622|0.608|0.632|0.000|0.002|0.000|0.002|0.002|0.000|0.001|0.006
"adverts"|"anuncios"|0.551|0.500|0.595|0.197|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"advice"|"Consejo"|0.698|0.408|0.688|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.617
"advisable"|"aconsejable"|0.867|0.480|0.510|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.648
"advise"|"asesorar"|0.760|0.393|0.705|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.570
"advised"|"aconsejado"|0.823|0.330|0.509|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.750
"advisement"|"consejo"|0.698|0.235|0.655|0.000|0.003|0.001|0.000|0.007|0.000|0.000|0.079
"adviser"|"asesor"|0.745|0.362|0.705|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.688
"advisor"|"tutor"|0.646|0.350|0.689|0.000|0.003|0.000|0.000|0.001|0.000|0.000|0.078
"advisory"|"consultivo"|0.656|0.429|0.633|0.000|0.009|0.001|0.000|0.001|0.000|0.000|0.046
"advocacy"|"Abogacía"|0.500|0.646|0.731|0.100|0.500|0.000|0.000|0.250|0.000|0.000|0.680
"advocate"|"abogado"|0.551|0.530|0.818|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.664
"aegis"|"égida"|0.490|0.439|0.462|0.003|0.003|0.003|0.001|0.000|0.001|0.001|0.003
"aeration"|"aireación"|0.550|0.500|0.433|0.001|0.000|0.000|0.001|0.006|0.003|0.001|0.001
"aerial"|"aéreo"|0.615|0.461|0.463|0.000|0.002|0.000|0.001|0.008|0.000|0.001|0.005
"aerobics"|"aeróbicos"|0.708|0.771|0.627|0.000|0.051|0.000|0.001|0.005|0.000|0.004|0.002
"aerodrome"|"aeródromo"|0.541|0.740|0.678|0.012|0.007|0.001|0.015|0.001|0.001|0.001|0.000
"aerodynamic"|"aerodinámico"|0.561|0.724|0.728|0.007|0.001|0.001|0.012|0.000|0.000|0.000|0.004
"aerodynamics"|"aerodinámica"|0.590|0.663|0.722|0.002|0.001|0.000|0.007|0.001|0.000|0.000|0.026
"aeronautics"|"aeronáutica"|0.551|0.633|0.688|0.001|0.006|0.000|0.001|0.001|0.000|0.000|0.026
"aeroplane"|"avión"|0.714|0.642|0.644|0.000|0.002|0.000|0.002|0.006|0.000|0.002|0.010
"aerospace"|"aeroespacial"|0.643|0.520|0.779|0.000|0.003|0.000|0.001|0.005|0.000|0.000|0.033
"aesthetic"|"estético"|0.708|0.442|0.526|0.000|0.001|0.000|0.001|0.007|0.000|0.000|0.031
"aesthetics"|"estética"|0.847|0.327|0.549|0.000|0.000|0.000|0.000|0.455|0.000|0.000|0.000
"aetiology"|"etiología"|0.480|0.398|0.615|0.000|0.002|0.000|0.002|0.000|0.000|0.000|0.063
"afar"|"lejos"|0.396|0.373|0.358|0.001|0.000|0.004|0.001|0.000|0.012|0.000|0.000
"affable"|"afable"|0.704|0.380|0.452|0.000|0.002|0.000|0.000|0.012|0.000|0.000|0.009
"affair"|"asunto"|0.520|0.459|0.657|0.001|0.001|0.000|0.000|0.000|0.000|0.000|0.121
"affect"|"afectar"|0.458|0.569|0.578|0.004|0.000|0.000|0.004|0.000|0.000|0.000|0.003
"affecting"|"conmovedor"|0.350|0.574|0.394|0.025|0.000|0.017|0.003|0.000|0.001|0.001|0.000
"affection"|"afecto"|0.898|0.559|0.696|0.000|0.000|0.000|0.000|0.647|0.000|0.000|0.484
"affectionate"|"cariñoso"|0.949|0.422|0.550|0.000|0.007|0.000|0.000|0.523|0.000|0.001|0.012
"affections"|"afectos"|0.760|0.547|0.655|0.000|0.002|0.000|0.000|0.095|0.000|0.001|0.031
"affiche"||0.479|0.265|0.402|0.001|0.000|0.003|0.002|0.001|0.003|0.000|0.001
"affidavit"|"declaración jurada"|0.469|0.584|0.526|0.012|0.003|0.001|0.011|0.000|0.000|0.002|0.003
"affiliated"|"asociado"|0.673|0.519|0.535|0.000|0.006|0.000|0.000|0.013|0.000|0.001|0.016
"affiliation"|"afiliación"|0.615|0.594|0.500|0.000|0.002|0.000|0.003|0.002|0.000|0.000|0.003
"affinity"|"afinidad"|0.800|0.500|0.537|0.000|0.006|0.000|0.000|0.146|0.000|0.000|0.006
"affirm"|"afirmar"|0.745|0.509|0.731|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.680
"affirmation"|"afirmación"|0.750|0.500|0.689|0.000|0.006|0.000|0.000|0.021|0.001|0.000|0.129
"affirmative"|"afirmativo"|0.854|0.589|0.816|0.000|0.006|0.000|0.000|0.093|0.000|0.001|0.056
"affirmatively"|"afirmativamente"|0.908|0.500|0.811|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.664
"affix"|"afijo"|0.438|0.335|0.411|0.001|0.000|0.001|0.007|0.000|0.001|0.000|0.005
"afflict"|"afligir"|0.302|0.555|0.293|0.000|0.000|0.000|0.562|0.000|0.789|0.000|0.000
"afflicted"|"afligido"|0.271|0.500|0.167|0.001|0.000|0.014|0.000|0.000|0.005|0.000|0.000
"affliction"|"aflicción"|0.294|0.635|0.392|0.000|0.000|0.484|0.557|0.103|0.645|0.000|0.000
"affluence"|"afluencia"|0.663|0.618|0.722|0.000|0.000|0.000|0.000|0.391|0.000|0.000|0.000
"affluent"|"afluente"|0.756|0.388|0.477|0.000|0.002|0.000|0.000|0.033|0.000|0.000|0.010
"afford"|"permitirse"|0.571|0.580|0.575|0.001|0.003|0.001|0.002|0.001|0.000|0.000|0.006
"affordable"|"asequible"|0.840|0.398|0.493|0.000|0.000|0.000|0.000|0.201|0.000|0.000|0.003
"affront"|"afrenta"|0.327|0.740|0.547|0.403|0.000|0.422|0.266|0.000|0.359|0.531|0.000
"affronted"|"ofendido"|0.385|0.750|0.527|0.001|0.002|0.000|0.055|0.000|0.000|0.002|0.000
"afield"|"al campo"|0.594|0.370|0.373|0.001|0.001|0.001|0.002|0.003|0.001|0.001|0.003
"afire"|"un incendio"|0.367|0.904|0.675|0.088|0.000|0.001|0.048|0.000|0.001|0.004|0.000
"afloat"|"a flote"|0.602|0.427|0.444|0.000|0.006|0.001|0.000|0.005|0.000|0.004|0.009
"afore"|"a proa"|0.500|0.337|0.382|0.000|0.003|0.001|0.002|0.002|0.000|0.000|0.014
"aforementioned"|"citado"|0.490|0.316|0.408|0.001|0.005|0.001|0.002|0.001|0.001|0.001|0.008
"aforesaid"|"antedicho"|0.531|0.358|0.478|0.000|0.009|0.000|0.000|0.001|0.000|0.001|0.025
"afraid"|"asustado"|0.010|0.775|0.245|0.000|0.000|0.000|0.844|0.000|0.000|0.000|0.000
"afresh"|"de nuevo"|0.643|0.521|0.480|0.000|0.006|0.000|0.000|0.016|0.000|0.004|0.001
"african"|"africano"|0.490|0.423|0.555|0.000|0.001|0.000|0.006|0.000|0.000|0.000|0.009
"aft"|"en popa"|0.480|0.417|0.518|0.001|0.003|0.001|0.006|0.000|0.001|0.000|0.009
"afterlife"|"vida futura"|0.571|0.567|0.568|0.000|0.001|0.001|0.001|0.000|0.000|0.000|0.017
"aftermath"|"secuelas"|0.312|0.449|0.444|0.359|0.000|0.281|0.469|0.000|0.500|0.000|0.000
"afternoon"|"tarde"|0.533|0.388|0.339|0.001|0.001|0.001|0.000|0.001|0.001|0.000|0.003
"aftershave"|"aftershave"|0.406|0.384|0.415|0.001|0.000|0.001|0.003|0.000|0.001|0.000|0.001
"aftertaste"|"regusto"|0.354|0.362|0.455|0.002|0.000|0.001|0.004|0.000|0.001|0.000|0.001
"afterthought"|"idea tardía"|0.396|0.392|0.349|0.002|0.001|0.006|0.001|0.000|0.004|0.000|0.001
"aga"||0.542|0.327|0.398|0.000|0.000|0.000|0.219|0.000|0.000|0.000|0.359
"agape"|"ágape"|0.612|0.529|0.464|0.000|0.547|0.000|0.000|0.000|0.000|0.633|0.000
"agate"|"ágata"|0.540|0.377|0.483|0.000|0.003|0.000|0.000|0.001|0.000|0.001|0.042
"age"|"años"|0.561|0.226|0.498|0.000|0.003|0.000|0.000|0.001|0.000|0.000|0.044
"aged"|"Envejecido"|0.135|0.365|0.236|0.001|0.000|0.004|0.001|0.000|0.075|0.000|0.000
"agency"|"agencia"|0.460|0.296|0.583|0.003|0.001|0.000|0.001|0.000|0.001|0.000|0.041
"agenda"|"agenda"|0.531|0.296|0.553|0.000|0.002|0.000|0.002|0.001|0.000|0.000|0.113
"agent"|"agente"|0.480|0.439|0.755|0.001|0.001|0.000|0.002|0.000|0.000|0.000|0.096
"agglomeration"|"aglomeración"|0.450|0.765|0.509|0.007|0.002|0.002|0.004|0.001|0.000|0.002|0.001
"aggravate"|"agravar"|0.224|0.770|0.464|0.147|0.000|0.010|0.075|0.000|0.003|0.001|0.000
"aggravated"|"agravado"|0.079|0.760|0.430|0.703|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"aggravates"|"agrava"|0.108|0.778|0.357|0.719|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"aggravating"|"agravante"|0.257|0.794|0.640|0.750|0.000|0.000|0.000|0.000|0.500|0.000|0.000
"aggravation"|"agravación"|0.071|0.784|0.613|0.672|0.000|0.469|0.000|0.000|0.000|0.000|0.000
"aggregate"|"agregar"|0.730|0.378|0.556|0.000|0.015|0.000|0.001|0.001|0.000|0.000|0.287
"aggregation"|"agregación"|0.583|0.517|0.694|0.000|0.006|0.000|0.001|0.001|0.000|0.000|0.046
"aggresive"||0.059|0.971|0.639|0.216|0.000|0.005|0.683|0.000|0.005|0.001|0.000
"aggression"|"agresión"|0.094|0.929|0.533|0.702|0.000|0.000|0.609|0.000|0.000|0.000|0.000
"aggressive"|"agresivo"|0.125|0.949|0.648|0.667|0.000|0.000|0.703|0.000|0.000|0.000|0.000
"aggressively"|"agresivamente"|0.250|0.926|0.688|0.680|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"aggressiveness"|"agresividad"|0.077|0.913|0.648|0.393|0.000|0.010|0.289|0.000|0.001|0.001|0.000
"aggressor"|"agresor"|0.146|0.948|0.823|0.656|0.000|0.000|0.812|0.000|0.000|0.000|0.000
"agh"|"agh"|0.260|0.500|0.400|0.281|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"aghast"|"espantado"|0.133|0.865|0.464|0.000|0.000|0.625|0.641|0.000|0.000|0.805|0.000
"aghhh"||0.281|0.635|0.243|0.000|0.000|0.000|0.438|0.000|0.000|0.000|0.000
"agile"|"ágil"|0.800|0.657|0.775|0.000|0.011|0.000|0.000|0.051|0.000|0.001|0.003
"agility"|"agilidad"|0.720|0.702|0.815|0.001|0.017|0.000|0.004|0.005|0.000|0.002|0.002
"aging"|"envejecimiento"|0.214|0.255|0.284|0.001|0.001|0.001|0.005|0.000|0.097|0.000|0.000
"agitate"|"agitar"|0.300|0.796|0.593|0.073|0.000|0.001|0.012|0.001|0.001|0.004|0.000
"agitated"|"agitado"|0.444|0.882|0.491|0.630|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"agitation"|"agitación"|0.240|0.931|0.447|0.680|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"aglow"|"radiante"|0.780|0.510|0.797|0.000|0.003|0.000|0.000|0.007|0.000|0.000|0.055
"agnostic"|"agnóstico"|0.306|0.396|0.574|0.004|0.001|0.000|0.005|0.000|0.002|0.001|0.001
"ago"|"hace"|0.317|0.280|0.404|0.001|0.000|0.001|0.001|0.000|0.019|0.000|0.003
"agonizing"|"agonizante"|0.083|0.800|0.340|0.000|0.000|0.000|0.703|0.000|0.000|0.000|0.000
"agony"|"agonía"|0.083|0.775|0.393|0.465|0.000|0.000|0.750|0.000|0.900|0.000|0.000
"agoraphobia"|"agorafobia"|0.127|0.712|0.438|0.000|0.000|0.000|0.688|0.000|0.000|0.000|0.000
"agree"|"de acuerdo"|0.906|0.260|0.545|0.000|0.002|0.000|0.000|0.292|0.000|0.000|0.034
"agreeable"|"agradable"|0.906|0.500|0.696|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.695
"agreed"|"convenido"|0.797|0.449|0.574|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.648
"agreeing"|"aceptando"|0.854|0.480|0.557|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.680
"agreement"|"acuerdo"|0.760|0.440|0.736|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.727
"agressive"||0.083|0.918|0.751|0.096|0.000|0.000|0.452|0.000|0.005|0.000|0.000
"agricultural"|"agrícola"|0.686|0.321|0.473|0.000|0.002|0.000|0.000|0.005|0.000|0.000|0.109
"agriculture"|"agricultura"|0.640|0.357|0.465|0.000|0.002|0.001|0.000|0.005|0.000|0.001|0.017
"aground"|"encallado"|0.333|0.340|0.445|0.001|0.000|0.003|0.003|0.000|0.004|0.000|0.001
"agua"||0.598|0.180|0.436|0.001|0.001|0.001|0.001|0.003|0.001|0.001|0.014
"ahead"|"adelante"|0.708|0.520|0.673|0.000|0.007|0.000|0.000|0.005|0.000|0.000|0.147
"ahhh"|"ahhh"|0.562|0.517|0.241|0.000|0.000|0.000|0.125|0.000|0.000|0.000|0.000
"ahhhhhhhh"||0.552|0.649|0.288|0.000|0.000|0.000|0.312|0.000|0.000|0.000|0.000
"ahoy"|"ahoy"|0.500|0.497|0.380|0.001|0.000|0.002|0.004|0.004|0.000|0.000|0.001
"aid"|"ayuda"|0.796|0.491|0.541|0.000|0.004|0.000|0.000|0.161|0.000|0.000|0.004
"aide"|"ayudante"|0.724|0.342|0.434|0.000|0.002|0.001|0.000|0.009|0.001|0.000|0.009
"aiding"|"ayudando"|0.643|0.533|0.569|0.000|0.001|0.000|0.000|0.000|0.000|0.000|0.045
"aids"|"SIDA"|0.561|0.480|0.500|0.001|0.001|0.001|0.001|0.001|0.000|0.000|0.008
"ail"|"afligir"|0.375|0.434|0.385|0.000|0.000|0.000|0.000|0.000|0.469|0.000|0.000
"ailing"|"enfermo"|0.094|0.518|0.153|0.000|0.000|0.000|0.547|0.000|0.656|0.000|0.000
"ailment"|"enfermedad"|0.146|0.734|0.277|0.135|0.000|0.031|0.007|0.000|0.055|0.002|0.000
"aim"|"objetivo"|0.481|0.569|0.567|0.004|0.001|0.001|0.008|0.000|0.000|0.001|0.003
"aimless"|"sin objetivo"|0.150|0.267|0.183|0.001|0.000|0.006|0.001|0.000|0.086|0.000|0.000
"air"|"aire"|0.708|0.163|0.427|0.000|0.001|0.000|0.000|0.030|0.000|0.000|0.009
"airbag"|"airbag"|0.510|0.402|0.433|0.000|0.001|0.000|0.002|0.005|0.002|0.000|0.002
"airborne"|"aerotransportado"|0.542|0.519|0.385|0.001|0.000|0.001|0.001|0.001|0.001|0.000|0.001
"aircraft"|"aeronave"|0.646|0.644|0.691|0.001|0.002|0.000|0.002|0.005|0.001|0.000|0.005
"aircraft carrier"|"portaaviones"|0.490|0.740|0.727|0.003|0.004|0.000|0.009|0.000|0.000|0.001|0.002
"airfield"|"aeródromo"|0.601|0.650|0.645|0.001|0.010|0.000|0.001|0.002|0.001|0.001|0.002
"airhead"|"cabeza hueca"|0.271|0.481|0.276|0.008|0.000|0.010|0.002|0.000|0.006|0.000|0.000
"airlift"|"puente aéreo"|0.573|0.622|0.642|0.002|0.006|0.000|0.001|0.001|0.001|0.000|0.002
"airline"|"aerolínea"|0.650|0.482|0.688|0.000|0.007|0.000|0.001|0.003|0.000|0.000|0.109
"airliner"|"avión de línea"|0.667|0.777|0.647|0.001|0.019|0.001|0.002|0.002|0.000|0.013|0.005
"airlock"|"burbuja de aire"|0.398|0.520|0.447|0.006|0.000|0.000|0.008|0.000|0.001|0.000|0.000
"airman"|"aviador"|0.587|0.716|0.721|0.003|0.001|0.001|0.003|0.000|0.000|0.000|0.010
"airplane"|"avión"|0.719|0.702|0.708|0.001|0.012|0.000|0.001|0.005|0.000|0.000|0.003
"airport"|"aeropuerto"|0.729|0.684|0.682|0.000|0.500|0.000|0.000|0.000|0.000|0.000|0.000
"airs"|"aires"|0.583|0.196|0.370|0.000|0.000|0.195|0.000|0.000|0.000|0.000|0.000
"airship"|"dirigible"|0.542|0.472|0.529|0.000|0.003|0.001|0.001|0.001|0.000|0.000|0.008
"airspace"|"espacio aéreo"|0.562|0.510|0.640|0.001|0.017|0.000|0.000|0.003|0.000|0.000|0.028
"airspeed"|"velocidad aerodinámica"|0.583|0.780|0.544|0.003|0.007|0.000|0.013|0.002|0.000|0.003|0.000
"airstrip"|"pista de aterrizaje"|0.550|0.690|0.649|0.002|0.007|0.000|0.004|0.000|0.001|0.000|0.001
"airtight"|"hermético"|0.479|0.381|0.570|0.003|0.001|0.004|0.003|0.001|0.002|0.000|0.013
"airway"|"aerovía"|0.638|0.585|0.482|0.000|0.001|0.000|0.000|0.047|0.000|0.000|0.000
"aisle"|"pasillo"|0.438|0.222|0.283|0.000|0.000|0.001|0.002|0.000|0.004|0.002|0.000
"ait"||0.385|0.390|0.402|0.001|0.000|0.005|0.001|0.000|0.007|0.000|0.000
"ajar"||0.460|0.413|0.446|0.003|0.000|0.003|0.005|0.000|0.000|0.000|0.002
"aka"|"alias"|0.459|0.358|0.351|0.000|0.002|0.001|0.001|0.001|0.001|0.001|0.003
"akin"|"parecido"|0.639|0.343|0.523|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.414
"aksesoris"||0.506|0.405|0.558|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.320
"aku"||0.464|0.458|0.477|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.242
"alabaster"|"alabastro"|0.542|0.404|0.445|0.000|0.000|0.001|0.000|0.008|0.000|0.000|0.005
"alarm"|"alarma"|0.241|0.882|0.698|0.000|0.000|0.000|0.688|0.000|0.000|0.852|0.000
"alarm clock"|"despertador"|0.542|0.727|0.642|0.004|0.004|0.000|0.010|0.000|0.000|0.000|0.001
"alarmed"|"alarmado"|0.188|0.822|0.492|0.064|0.000|0.018|0.034|0.000|0.002|0.000|0.000
"alarming"|"alarmante"|0.204|0.890|0.585|0.000|0.000|0.000|0.656|0.000|0.000|0.773|0.000
"alas"|"Ay"|0.571|0.310|0.279|0.000|0.000|0.000|0.000|0.000|0.302|0.000|0.000
"alb"||0.521|0.380|0.427|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.234
"albatross"|"albatros"|0.500|0.445|0.527|0.000|0.003|0.000|0.003|0.001|0.000|0.003|0.014
"albino"|"albino"|0.500|0.240|0.358|0.004|0.000|0.005|0.009|0.000|0.004|0.000|0.000
"album"|"álbum"|0.635|0.349|0.453|0.000|0.003|0.001|0.000|0.004|0.000|0.001|0.016
"alchemy"|"alquimia"|0.541|0.583|0.693|0.000|0.002|0.000|0.002|0.000|0.000|0.000|0.040
"alcohol"|"alcohol"|0.323|0.667|0.377|0.004|0.000|0.000|0.075|0.000|0.002|0.001|0.000
"alcoholic"|"alcohólico"|0.153|0.688|0.361|0.048|0.000|0.006|0.016|0.000|0.017|0.000|0.000
"alcoholism"|"alcoholismo"|0.061|0.779|0.407|0.338|0.000|0.562|0.500|0.000|0.609|0.000|0.000
"alcove"|"hueco"|0.490|0.340|0.356|0.000|0.002|0.001|0.002|0.002|0.000|0.000|0.024
"alderman"|"concejal"|0.550|0.459|0.691|0.000|0.001|0.000|0.000|0.000|0.000|0.000|0.261
"ale"||0.530|0.450|0.358|0.002|0.000|0.000|0.000|0.008|0.001|0.000|0.005
"alert"|"alerta"|0.479|0.820|0.648|0.002|0.007|0.000|0.004|0.010|0.000|0.001|0.001
"alertness"|"vigilancia"|0.375|0.875|0.750|0.000|0.648|0.000|0.216|0.000|0.000|0.500|0.000
"alerts"|"alertas"|0.337|0.804|0.673|0.000|0.609|0.000|0.276|0.000|0.000|0.594|0.000
"alfalfa"|"alfalfa"|0.546|0.250|0.311|0.001|0.002|0.001|0.001|0.002|0.002|0.000|0.000
"algebra"|"álgebra"|0.440|0.340|0.565|0.005|0.000|0.002|0.002|0.000|0.002|0.000|0.036
"algebraic"|"algebraico"|0.531|0.412|0.441|0.000|0.000|0.000|0.001|0.008|0.001|0.001|0.003
"algorithm"|"algoritmo"|0.448|0.394|0.559|0.001|0.003|0.002|0.001|0.000|0.003|0.000|0.037
"alias"|"alias"|0.541|0.353|0.333|0.001|0.005|0.002|0.001|0.001|0.001|0.000|0.002
"alibi"|"coartada"|0.396|0.528|0.556|0.003|0.009|0.002|0.005|0.000|0.003|0.001|0.003
